% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
574669 +9.891145328e-02 +9.891145328e-02 +6.957889115e+02 +6.956900000e+02 -3.2844e+00 -3.2517e+00 -3.3596e+00 +3.6190e+00 +2.8650e-01 -3.8154e+00 +3.0792e+00 +1.0227e+00 +1.0350e+00 -7.7683e-01 +1.4780e+00 -1.2059e+00 +3.6146e+00 -7.7448e-03 -1.5309e+00 -1.4968e+00 +2.2191e+00 +1.4240e+00 -3.6398e+00 -2.6344e+00
773806 +6.110633579e-02 +6.110633579e-02 +6.957511063e+02 +6.956900000e+02 -3.2798e+00 -3.2527e+00 -3.3628e+00 +3.6178e+00 +2.8983e-01 -3.8179e+00 +3.0792e+00 +1.0227e+00 +1.0378e+00 -7.7721e-01 +1.4780e+00 -1.2059e+00 +3.6146e+00 -7.9327e-03 -1.5328e+00 -1.4974e+00 +2.2175e+00 +1.4269e+00 -3.6394e+00 -2.6360e+00
821343 +3.971249607e-02 +3.971249607e-02 +6.957297125e+02 +6.956900000e+02 -3.2786e+00 -3.2610e+00 -3.3688e+00 +3.6125e+00 +2.8834e-01 -3.8194e+00 +3.0740e+00 +1.0288e+00 +1.0373e+00 -7.7984e-01 +1.4754e+00 -1.2045e+00 +3.6201e+00 -8.0116e-03 -1.5367e+00 -1.4964e+00 +2.2155e+00 +1.4236e+00 -3.6398e+00 -2.6377e+00
989722 +2.479286398e-02 +2.479286398e-02 +6.957147929e+02 +6.956900000e+02 -3.2862e+00 -3.2554e+00 -3.3675e+00 +3.6178e+00 +2.8834e-01 -3.8153e+00 +3.0740e+00 +1.0288e+00 +1.0372e+00 -7.7737e-01 +1.4754e+00 -1.2049e+00 +3.6180e+00 -8.8626e-03 -1.5352e+00 -1.4964e+00 +2.2137e+00 +1.4254e+00 -3.6398e+00 -2.6360e+00
1115826 +1.272678774e-02 +1.272678774e-02 +6.957027268e+02 +6.956900000e+02 -3.2862e+00 -3.2554e+00 -3.3675e+00 +3.6178e+00 +2.8834e-01 -3.8199e+00 +3.0740e+00 +1.0288e+00 +1.0372e+00 -7.7737e-01 +1.4754e+00 -1.2049e+00 +3.6180e+00 -8.8626e-03 -1.5367e+00 -1.4964e+00 +2.2155e+00 +1.4236e+00 -3.6398e+00 -2.6360e+00
1116195 +9.733502108e-03 +9.733502108e-03 +6.956997335e+02 +6.956900000e+02 -3.2835e+00 -3.2577e+00 -3.3628e+00 +3.6178e+00 +2.8834e-01 -3.8199e+00 +3.0740e+00 +1.0288e+00 +1.0372e+00 -7.7737e-01 +1.4754e+00 -1.2049e+00 +3.6180e+00 -8.8626e-03 -1.5352e+00 -1.4964e+00 +2.2155e+00 +1.4236e+00 -3.6398e+00 -2.6377e+00
1120827 +6.235022913e-03 +6.235022913e-03 +6.956962350e+02 +6.956900000e+02 -3.2851e+00 -3.2577e+00 -3.3675e+00 +3.6178e+00 +2.8983e-01 -3.8194e+00 +3.0761e+00 +1.0288e+00 +1.0373e+00 -7.7721e-01 +1.4754e+00 -1.2049e+00 +3.6180e+00 -8.8626e-03 -1.5352e+00 -1.4964e+00 +2.2155e+00 +1.4236e+00 -3.6398e+00 -2.6360e+00
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.938942815e+03 +1.938942815e+03 +1.820912815e+03 -1.180300000e+02 +9.6372e-01 +6.6465e-01 +4.8613e+00 -8.3721e-01 +1.5009e+00 +3.2080e+00 +3.5964e+00 -1.1353e+00 +4.2835e+00 -1.1566e+00 +8.5298e-01 +4.4242e+00 -2.0462e+00 +1.4283e+00 +1.6580e+00 -4.1776e+00 +3.4622e+00 -3.8533e-01 -2.5737e+00 +8.5145e-01
120 +7.667323478e+02 +7.667323478e+02 +6.487023478e+02 -1.180300000e+02 +1.8036e+00 -1.9380e+00 +4.6026e+00 -1.1757e+00 +9.0986e-01 +7.1266e-01 -4.3643e+00 -7.7214e-01 +4.2416e+00 -1.5427e+00 -2.9542e+00 +3.9053e+00 +4.2364e+00 -3.1486e+00 -4.6125e+00 -9.0163e-01 +3.6066e+00 +9.3622e-01 +2.0546e+00 -3.1676e+00
358 +5.623432622e+02 +5.623432622e+02 +4.443132622e+02 -1.180300000e+02 -6.6944e-01 -3.0823e+00 +1.9739e+00 -5.6290e-01 -3.5866e+00 -5.3579e-01 -3.2210e+00 -2.9457e+00 -2.4278e+00 -2.6588e+00 -1.2765e+00 -1.0290e+00 +4.2364e+00 -3.0793e+00 -4.6125e+00 -9.0163e-01 +3.6066e+00 +9.3622e-01 +3.5622e+00 -4.5000e+00
1599 +3.950292060e+02 +3.950292060e+02 +2.769992060e+02 -1.180300000e+02 +1.8036e+00 +1.3917e+00 +4.6026e+00 -3.8350e+00 +5.4173e-02 -3.7036e+00 -5.8471e-01 +1.9309e-01 -7.4292e-01 +1.5605e+00 -1.7465e+00 -1.0290e+00 +3.1806e+00 -1.4211e+00 +1.8990e+00 -9.0163e-01 +3.2077e+00 +9.3622e-01 +2.0546e+00 -3.1676e+00
3174 +2.218790941e+02 +2.218790941e+02 +1.038490941e+02 -1.180300000e+02 +1.9564e+00 +3.4299e+00 +1.5596e+00 -3.8350e+00 -3.2851e+00 -1.2772e+00 -3.8501e+00 +1.9309e-01 -1.2890e+00 +1.5605e+00 -1.4949e+00 -1.0290e+00 +2.9276e+00 -1.4211e+00 +1.6955e+00 -1.0395e-01 +3.2264e+00 +9.3622e-01 +2.0546e+00 -2.9080e+00
4831 +1.532705422e+02 +1.532705422e+02 +3.524054221e+01 -1.180300000e+02 +1.9564e+00 +3.4299e+00 +1.5596e+00 -3.7493e+00 -3.5866e+00 -4.7387e-01 -3.1410e+00 +6.8780e-01 -8.7641e-01 +1.5605e+00 -2.6298e+00 +3.2039e+00 +4.2364e+00 -2.8296e+00 -1.8560e+00 -1.0395e-01 +3.2264e+00 +8.2240e-01 +1.8643e+00 -2.9080e+00
11292 +9.964478235e+01 +9.964478235e+01 -1.838521765e+01 -1.180300000e+02 -9.1347e-01 +2.6314e+00 +7.0851e-01 -3.2737e+00 -8.8301e-01 -1.1061e+00 -3.1600e+00 +6.6813e-01 -2.6588e+00 +1.4642e+00 -2.6769e+00 -2.6783e-01 +1.4468e+00 -2.8882e+00 -7.4649e-01 -3.3457e-01 +3.4845e+00 +5.1880e-01 +2.7266e+00 -2.9473e+00
49266 +6.230294927e+01 +6.230294927e+01 -5.572705073e+01 -1.180300000e+02 -9.1347e-01 +2.6314e+00 +7.0851e-01 -2.1860e+00 -8.8301e-01 -1.1061e+00 -3.7960e+00 +6.6813e-01 -2.7325e+00 +1.4642e+00 -2.5860e+00 +1.0421e+00 +1.4468e+00 -2.3834e+00 -7.1518e-01 -3.3457e-01 +3.9962e+00 +5.1880e-01 +2.7347e+00 -2.9442e+00
52873 +3.853071686e+01 +3.853071686e+01 -7.949928314e+01 -1.180300000e+02 -1.0042e+00 +2.5709e+00 +7.0851e-01 -2.2788e+00 -2.1636e+00 -1.1061e+00 -3.1600e+00 +6.6813e-01 -2.8303e+00 +1.4642e+00 -2.5860e+00 +1.0421e+00 +1.4468e+00 -2.3834e+00 -7.1518e-01 -3.8293e-01 +3.5441e+00 +8.5663e-01 +2.7347e+00 -2.9442e+00
54181 +2.509756999e+01 +2.509756999e+01 -9.293243001e+01 -1.180300000e+02 -1.0042e+00 +2.5709e+00 -2.8225e-01 -2.2788e+00 -2.1636e+00 -1.1886e+00 -3.1600e+00 +6.6813e-01 -2.8303e+00 +8.8101e-01 -2.5860e+00 +1.0421e+00 +2.2837e+00 -2.3834e+00 -2.9605e-01 -3.8293e-01 +3.5441e+00 +8.5663e-01 +2.7347e+00 -2.9442e+00
106838 +1.543560455e+01 +1.543560455e+01 -1.025943954e+02 -1.180300000e+02 -2.0809e+00 +3.5442e+00 -1.2354e+00 -3.1653e+00 -4.6041e+00 -1.8009e+00 -3.0899e+00 +6.1353e-01 -2.1392e+00 +1.5351e+00 -2.6529e+00 +1.5440e+00 +2.7633e+00 -2.7820e+00 +2.0089e-01 +4.9113e-01 +3.5339e+00 +4.6815e-01 +1.9700e+00 -3.2807e+00
153721 +9.833580518e+00 +9.833580518e+00 -1.081964195e+02 -1.180300000e+02 -2.0809e+00 +3.5442e+00 -2.4186e-01 -3.1653e+00 -4.6041e+00 -1.8467e+00 -3.0899e+00 +6.5879e-01 -2.1392e+00 +1.5351e+00 -2.6529e+00 +1.5440e+00 +2.7633e+00 -2.3526e+00 +2.0089e-01 +4.9113e-01 +3.5339e+00 +4.6815e-01 +2.3071e+00 -3.2807e+00
200868 +6.268662709e+00 +6.268662709e+00 -1.117613373e+02 -1.180300000e+02 -2.0809e+00 +2.6162e+00 -3.0754e-01 -3.1394e+00 -3.7610e+00 -1.8361e+00 -3.8367e+00 +6.7963e-01 -2.1237e+00 +1.5474e+00 -2.6186e+00 +1.5389e+00 +2.7828e+00 -2.3768e+00 -3.1957e-01 +2.1297e-02 +3.5307e+00 +4.6815e-01 +2.3178e+00 -2.9634e+00
218001 +3.783420570e+00 +3.783420570e+00 -1.142465794e+02 -1.180300000e+02 -1.0742e+00 +3.5399e+00 -2.8909e-01 -3.0873e+00 -3.8238e+00 -1.8446e+00 -3.8963e+00 +6.6813e-01 -2.1342e+00 +1.5605e+00 -2.6421e+00 +1.5686e+00 +2.7571e+00 -2.3608e+00 -2.9206e-01 +3.0956e-02 +3.5441e+00 +4.6431e-01 +2.3315e+00 -2.9510e+00
220967 +2.208634968e+00 +2.208634968e+00 -1.158213650e+02 -1.180300000e+02 -1.0742e+00 +3.5399e+00 -2.8909e-01 -3.1228e+00 -3.8238e+00 -1.8446e+00 -3.8451e+00 +6.6813e-01 -2.1342e+00 +1.5605e+00 -2.6421e+00 +1.5686e+00 +2.7571e+00 -2.3608e+00 -2.9206e-01 +3.0956e-02 +3.5441e+00 +4.6431e-01 +2.3023e+00 -2.9510e+00
248041 +1.583904776e+00 +1.583904776e+00 -1.164460952e+02 -1.180300000e+02 -1.0742e+00 +3.5399e+00 -2.8909e-01 -3.1228e+00 -3.8238e+00 -1.8446e+00 -3.8451e+00 +6.6813e-01 -2.1342e+00 +1.5605e+00 -2.6421e+00 +1.5533e+00 +2.7571e+00 -2.3608e+00 -2.9206e-01 +3.0956e-02 +3.5441e+00 +4.6431e-01 +2.3023e+00 -2.9639e+00
300614 +9.411725990e-01 +9.411725990e-01 -1.170888274e+02 -1.180300000e+02 -1.0742e+00 +3.5399e+00 -2.8909e-01 -3.1339e+00 -3.8238e+00 -1.8446e+00 -3.8588e+00 +6.6813e-01 -2.1342e+00 +1.5605e+00 -2.6421e+00 +1.5533e+00 +2.7571e+00 -2.3608e+00 -2.9206e-01 +2.8112e-02 +3.5441e+00 +4.5746e-01 +2.3130e+00 -2.9639e+00
349943 +6.259925461e-01 +6.259925461e-01 -1.174040075e+02 -1.180300000e+02 -1.0742e+00 +3.5399e+00 -2.8909e-01 -3.1339e+00 -3.8026e+00 -1.8252e+00 -3.8588e+00 +6.6813e-01 -2.1047e+00 +1.5605e+00 -2.6421e+00 +1.5533e+00 +2.7571e+00 -2.3608e+00 -2.9206e-01 +1.8377e-02 +3.5441e+00 +4.5746e-01 +2.3130e+00 -2.9639e+00
354014 +3.956738800e-01 +3.956738800e-01 -1.176343261e+02 -1.180300000e+02 -1.0742e+00 +3.5788e+00 -2.8909e-01 -3.1435e+00 -3.8190e+00 -1.8252e+00 -3.8588e+00 +6.6813e-01 -2.1174e+00 +1.5605e+00 -2.6421e+00 +1.5533e+00 +2.7571e+00 -2.3608e+00 -2.9206e-01 +1.8377e-02 +3.5441e+00 +4.4985e-01 +2.3130e+00 -2.9639e+00
431657 +2.450524558e-01 +2.450524558e-01 -1.177849475e+02 -1.180300000e+02 -1.0742e+00 +3.5578e+00 -2.8225e-01 -3.1516e+00 -3.7973e+00 -1.8268e+00 -3.8628e+00 +6.6813e-01 -2.1214e+00 +1.5605e+00 -2.6308e+00 +1.5438e+00 +2.7659e+00 -2.3579e+00 -2.8960e-01 +1.5349e-02 +3.5476e+00 +4.5445e-01 +2.3111e+00 -2.9656e+00
501875 +1.462313036e-01 +1.462313036e-01 -1.178837687e+02 -1.180300000e+02 -1.0742e+00 +3.5580e+00 -2.8476e-01 -3.1509e+00 -3.8086e+00 -1.8296e+00 -3.8692e+00 +6.6060e-01 -2.1229e+00 +1.5605e+00 -2.6421e+00 +1.5533e+00 +2.7633e+00 -2.3526e+00 -2.9131e-01 +1.8377e-02 +3.5501e+00 +4.5163e-01 +2.3119e+00 -2.9703e+00
610019 +9.995249277e-02 +9.995249277e-02 -1.179300475e+02 -1.180300000e+02 -1.0754e+00 +3.5583e+00 -2.7944e-01 -3.1596e+00 -3.7948e+00 -1.8259e+00 -3.8609e+00 +6.6521e-01 -2.1190e+00 +1.5524e+00 -2.6401e+00 +1.5533e+00 +2.7594e+00 -2.3586e+00 -2.8960e-01 +2.0407e-02 +3.5486e+00 +4.5139e-01 +2.3140e+00 -2.9685e+00
677302 +5.675520225e-02 +5.675520225e-02 -1.179732448e+02 -1.180300000e+02 -1.0781e+00 +3.5672e+00 -2.7760e-01 -3.1516e+00 -3.7973e+00 -1.8268e+00 -3.8628e+00 +6.6353e-01 -2.1190e+00 +1.5545e+00 -2.6387e+00 +1.5561e+00 +2.7616e+00 -2.3579e+00 -2.8960e-01 +2.2422e-02 +3.5481e+00 +4.4996e-01 +2.3119e+00 -2.9703e+00
710644 +3.958491739e-02 +3.958491739e-02 -1.179904151e+02 -1.180300000e+02 -1.0776e+00 +3.5651e+00 -2.7944e-01 -3.1524e+00 -3.7970e+00 -1.8302e+00 -3.8609e+00 +6.6521e-01 -2.1190e+00 +1.5524e+00 -2.6356e+00 +1.5488e+00 +2.7594e+00 -2.3579e+00 -2.8972e-01 +2.0407e-02 +3.5486e+00 +4.5139e-01 +2.3140e+00 -2.9685e+00
828799 +2.509273756e-02 +2.509273756e-02 -1.180049073e+02 -1.180300000e+02 -1.0781e+00 +3.5672e+00 -2.7760e-01 -3.1516e+00 -3.8045e+00 -1.8291e+00 -3.8628e+00 +6.6353e-01 -2.1213e+00 +1.5545e+00 -2.6387e+00 +1.5507e+00 +2.7616e+00 -2.3579e+00 -2.8960e-01 +2.0533e-02 +3.5509e+00 +4.4996e-01 +2.3119e+00 -2.9703e+00
864722 +1.399308015e-02 +1.399308015e-02 -1.180160069e+02 -1.180300000e+02 -1.0781e+00 +3.5672e+00 -2.7760e-01 -3.1516e+00 -3.8045e+00 -1.8291e+00 -3.8628e+00 +6.6353e-01 -2.1190e+00 +1.5545e+00 -2.6356e+00 +1.5507e+00 +2.7616e+00 -2.3579e+00 -2.8960e-01 +2.0533e-02 +3.5509e+00 +4.4996e-01 +2.3119e+00 -2.9703e+00
918129 +9.737484767e-03 +9.737484767e-03 -1.180202625e+02 -1.180300000e+02 -1.0781e+00 +3.5672e+00 -2.7760e-01 -3.1516e+00 -3.8016e+00 -1.8301e+00 -3.8628e+00 +6.6353e-01 -2.1190e+00 +1.5545e+00 -2.6356e+00 +1.5507e+00 +2.7616e+00 -2.3579e+00 -2.8960e-01 +2.0533e-02 +3.5509e+00 +4.4996e-01 +2.3119e+00 -2.9697e+00
1070564 +6.109229921e-03 +6.109229921e-03 -1.180238908e+02 -1.180300000e+02 -1.0781e+00 +3.5672e+00 -2.7930e-01 -3.1516e+00 -3.8016e+00 -1.8291e+00 -3.8628e+00 +6.6353e-01 -2.1190e+00 +1.5545e+00 -2.6356e+00 +1.5533e+00 +2.7587e+00 -2.3555e+00 -2.8972e-01 +2.0533e-02 +3.5509e+00 +4.4996e-01 +2.3119e+00 -2.9697e+00
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.772854441e+03 +1.772854441e+03 +1.821014441e+03 +4.816000000e+01 +2.1196e+00 +7.0454e-01 +2.5661e+00 -2.1212e+00 +5.3183e-01 -3.6486e+00 -1.7229e+00 -2.2519e-01 +1.0355e+00 -3.7205e+00 -4.2171e+00 +3.5638e+00 -1.5399e-01 +1.3555e+00 +2.6430e+00 +1.6448e+00 +4.3756e+00 +1.0955e+00 +3.2245e+00 +1.3018e-01
121 +4.915910613e+02 +4.915910613e+02 +5.397510613e+02 +4.816000000e+01 +3.5298e+00 -2.9731e+00 +1.8443e+00 -6.2470e-01 -2.1002e+00 +2.9037e+00 -4.1177e-01 +9.5149e-01 +2.1169e+00 +1.9982e+00 -1.1819e+00 +1.7638e+00 +3.3505e+00 +1.1492e+00 -4.6530e+00 +9.4313e-02 +9.1067e-01 +3.7565e+00 +1.3863e+00 -1.0567e+00
860 +3.453665506e+02 +3.453665506e+02 +3.935265506e+02 +4.816000000e+01 +5.3110e-01 -3.7712e+00 -3.3271e+00 +3.1611e+00 +4.0249e+00 -1.3915e+00 -3.6935e+00 -2.9059e+00 -3.3611e+00 +1.9297e+00 +3.1635e-01 -3.6053e+00 +4.4633e+00 +3.7065e+00 -5.1602e+00 -1.5558e+00 +1.8552e+00 +1.6466e+00 -2.5214e+00 -8.9749e-01
1954 +2.407901977e+02 +2.407901977e+02 +2.889501977e+02 +4.816000000e+01 +1.0792e+00 -3.7712e+00 -1.5036e-01 -6.2470e-01 -2.1002e+00 +2.4800e+00 -3.2044e+00 -3.4541e+00 -1.2933e-01 +9.0623e-01 +1.7502e+00 -2.9525e+00 +1.9574e+00 +3.7065e+00 -5.1602e+00 -1.5558e+00 +2.6900e+00 +2.7083e+00 +7.3360e-01 -8.9749e-01
3395 +1.487431659e+02 +1.487431659e+02 +1.969031659e+02 +4.816000000e+01 +2.4760e-01 -2.9731e+00 -3.4626e+00 -6.2470e-01 +4.0249e+00 -5.6132e-01 -3.2044e+00 -7.1582e-01 +5.1055e-01 +8.3844e-01 +1.7502e+00 -2.9525e+00 +1.9574e+00 +3.4082e+00 -5.2563e+00 -1.5558e+00 +2.6900e+00 +2.6519e+00 +2.1559e-01 -8.9749e-01
5795 +9.392035199e+01 +9.392035199e+01 +1.420803520e+02 +4.816000000e+01 +2.4760e-01 -2.6514e+00 -3.4626e+00 -6.2470e-01 +4.0249e+00 +9.5187e-01 -2.1890e+00 -1.4717e+00 -1.6734e+00 +1.9033e+00 +7.6715e-01 -2.9525e+00 +1.9574e+00 +3.4082e+00 -3.1279e+00 -1.5558e+00 +2.6900e+00 +2.6519e+00 +2.1559e-01 -8.9749e-01
11963 +6.214665624e+01 +6.214665624e+01 +1.103066562e+02 +4.816000000e+01 +1.1811e+00 +1.1942e+00 -2.7557e+00 -2.4182e+00 +3.5827e+00 +4.1379e-01 -1.9214e+00 +6.0015e-01 -5.8152e-01 +7.7617e-01 -4.4004e-01 -2.0626e+00 +2.9157e+00 +2.3960e+00 -3.5077e+00 -1.1059e+00 +2.2579e+00 +2.3276e+00 -3.8541e-02 -2.3560e-01
54128 +3.689282083e+01 +3.689282083e+01 +8.505282083e+01 +4.816000000e+01 +1.2320e+00 -1.7114e+00 -3.4626e+00 -6.2470e-01 +3.4962e+00 +9.5187e-01 -2.0558e+00 -7.1582e-01 -6.8077e-01 +8.3844e-01 +7.4508e-01 -2.5615e+00 +1.9574e+00 +2.9037e+00 -3.1279e+00 -2.7568e-01 +2.2630e+00 +2.7409e+00 -4.4515e-01 -4.5582e-01
58945 +2.476051817e+01 +2.476051817e+01 +7.292051817e+01 +4.816000000e+01 +1.2684e+00 +2.7950e-01 -2.5689e+00 -1.5872e+00 +1.8069e+00 +8.8506e-01 -2.0230e+00 -2.4747e-02 -5.8152e-01 +7.7617e-01 -4.4004e-01 -2.0626e+00 +2.9868e+00 +2.3960e+00 -3.1676e+00 -1.1059e+00 +2.2579e+00 +1.9286e+00 -3.8541e-02 -4.5914e-01
105934 +1.558801642e+01 +1.558801642e+01 +6.374801642e+01 +4.816000000e+01 +1.3001e+00 -7.0333e-01 -2.5689e+00 -1.5872e+00 +1.8069e+00 +9.4113e-01 -2.8003e+00 -6.8237e-01 -5.8152e-01 +7.7617e-01 -4.4004e-01 -1.5241e+00 +2.9868e+00 +2.3960e+00 -3.1676e+00 -1.1059e+00 +2.2579e+00 +1.9286e+00 -3.8541e-02 -4.7039e-01
152110 +9.833743199e+00 +9.833743199e+00 +5.799374320e+01 +4.816000000e+01 +1.3001e+00 -7.0333e-01 -2.5689e+00 -1.5872e+00 +1.8384e+00 +1.7286e+00 -2.0866e+00 -6.8237e-01 -5.8152e-01 +7.7617e-01 -4.4004e-01 -1.5241e+00 +2.9868e+00 +2.4389e+00 -3.1279e+00 -6.9692e-01 +2.2579e+00 +1.9286e+00 -4.7050e-01 -8.3805e-01
155265 +6.255610570e+00 +6.255610570e+00 +5.441561057e+01 +4.816000000e+01 +1.3001e+00 -7.0333e-01 -2.5689e+00 -1.5872e+00 +1.8384e+00 +1.7286e+00 -2.8003e+00 -6.8237e-01 -5.8152e-01 +8.3844e-01 -4.4004e-01 -1.5241e+00 +2.9868e+00 +2.4389e+00 -3.1279e+00 -7.2283e-01 +2.2579e+00 +1.9742e+00 -4.7050e-01 -8.3805e-01
203391 +3.833568984e+00 +3.833568984e+00 +5.199356898e+01 +4.816000000e+01 +1.3001e+00 -7.5350e-01 -3.5127e+00 -1.5872e+00 +1.8384e+00 +1.7286e+00 -2.7955e+00 -6.8237e-01 -5.8152e-01 +8.3844e-01 +1.9642e-01 -1.5241e+00 +2.9868e+00 +2.4389e+00 -3.1279e+00 -7.2283e-01 +2.2630e+00 +1.9742e+00 -4.7050e-01 -8.3805e-01
220276 +2.507873062e+00 +2.507873062e+00 +5.066787306e+01 +4.816000000e+01 +1.2925e+00 -7.5490e-01 -3.4626e+00 -1.5841e+00 +1.8464e+00 +1.7329e+00 -2.7881e+00 -6.6201e-01 -6.0313e-01 +8.0899e-01 +1.7495e-01 -2.0544e+00 +2.9600e+00 +2.8610e+00 -3.1279e+00 -7.0048e-01 +2.2630e+00 +1.9644e+00 -4.5839e-01 -8.4499e-01
263533 +1.581173345e+00 +1.581173345e+00 +4.974117335e+01 +4.816000000e+01 +1.3068e+00 -7.2468e-01 -3.4909e+00 -1.5862e+00 +1.8313e+00 +1.7259e+00 -2.7599e+00 -6.8503e-01 -6.1853e-01 +8.1923e-01 +1.6874e-01 -1.5393e+00 +2.9711e+00 +2.8718e+00 -3.1396e+00 -7.0709e-01 +2.2630e+00 +1.9520e+00 -4.4515e-01 -8.5201e-01
265436 +9.614401753e-01 +9.614401753e-01 +4.912144018e+01 +4.816000000e+01 +1.2925e+00 -7.5490e-01 -3.4626e+00 -1.5841e+00 +1.8464e+00 +1.7329e+00 -2.7881e+00 -6.9385e-01 -6.0313e-01 +8.0899e-01 +1.7471e-01 -1.5354e+00 +2.9600e+00 +2.8699e+00 -3.1279e+00 -7.0048e-01 +2.2739e+00 +1.9644e+00 -4.5839e-01 -8.4499e-01
309226 +6.264914892e-01 +6.264914892e-01 +4.878649149e+01 +4.816000000e+01 +1.2925e+00 -7.5490e-01 -3.4626e+00 -1.5841e+00 +1.8464e+00 +1.7408e+00 -2.7881e+00 -6.9385e-01 -6.1416e-01 +8.0899e-01 +1.7471e-01 -1.5354e+00 +2.9600e+00 +2.8699e+00 -3.1365e+00 -7.2329e-01 +2.2630e+00 +1.9633e+00 -4.6624e-01 -8.4499e-01
363262 +3.791348364e-01 +3.791348364e-01 +4.853913484e+01 +4.816000000e+01 +1.3050e+00 -7.5490e-01 -3.5026e+00 -1.5841e+00 +1.8464e+00 +1.7488e+00 -2.7881e+00 -6.9385e-01 -6.0776e-01 +8.0899e-01 +1.6814e-01 -1.5234e+00 +2.9600e+00 +2.8699e+00 -3.1279e+00 -7.1984e-01 +2.2664e+00 +1.9644e+00 -4.6503e-01 -8.4499e-01
414472 +2.487258866e-01 +2.487258866e-01 +4.840872589e+01 +4.816000000e+01 +1.3024e+00 -7.5165e-01 -3.4926e+00 -1.5841e+00 +1.8399e+00 +1.7488e+00 -2.7881e+00 -6.9385e-01 -6.0776e-01 +8.1984e-01 +1.6112e-01 -1.5234e+00 +2.9600e+00 +2.8710e+00 -3.1279e+00 -7.1984e-01 +2.2664e+00 +1.9644e+00 -4.6503e-01 -8.4499e-01
438706 +1.551220068e-01 +1.551220068e-01 +4.831512201e+01 +4.816000000e+01 +1.2918e+00 -7.5086e-01 -3.4956e+00 -1.5816e+00 +1.8411e+00 +1.7491e+00 -2.7813e+00 -6.9887e-01 -6.0905e-01 +8.1371e-01 +1.5950e-01 -1.5295e+00 +2.9688e+00 +2.8734e+00 -3.1402e+00 -7.1572e-01 +2.2685e+00 +1.9584e+00 -4.6615e-01 -8.4499e-01
549838 +9.960064859e-02 +9.960064859e-02 +4.825960065e+01 +4.816000000e+01 +1.2929e+00 -7.5086e-01 -3.4947e+00 -1.5816e+00 +1.8411e+00 +1.7437e+00 -2.7813e+00 -6.9887e-01 -6.0905e-01 +8.1371e-01 +1.5950e-01 -1.5295e+00 +2.9688e+00 +2.8734e+00 -3.1374e+00 -7.1572e-01 +2.2734e+00 +1.9584e+00 -4.6615e-01 -8.4804e-01
606166 +4.494996044e-02 +4.494996044e-02 +4.820494996e+01 +4.816000000e+01 +1.3068e+00 -7.5117e-01 -3.4909e+00 -1.5839e+00 +1.8351e+00 +1.7400e+00 -2.7814e+00 -6.9385e-01 -6.1416e-01 +8.1707e-01 +1.6444e-01 -1.5306e+00 +2.9631e+00 +2.8719e+00 -3.1361e+00 -7.1683e-01 +2.2738e+00 +1.9608e+00 -4.6624e-01 -8.4499e-01
655648 +3.200767415e-02 +3.200767415e-02 +4.819200767e+01 +4.816000000e+01 +1.3068e+00 -7.5117e-01 -3.4909e+00 -1.5839e+00 +1.8351e+00 +1.7400e+00 -2.7814e+00 -6.9385e-01 -6.1416e-01 +8.1707e-01 +1.6444e-01 -1.5306e+00 +2.9631e+00 +2.8719e+00 -3.1361e+00 -7.1683e-01 +2.2738e+00 +1.9608e+00 -4.6624e-01 -8.4767e-01
729586 +2.457855979e-02 +2.457855979e-02 +4.818457856e+01 +4.816000000e+01 +1.3006e+00 -7.5053e-01 -3.4947e+00 -1.5816e+00 +1.8351e+00 +1.7437e+00 -2.7814e+00 -6.9385e-01 -6.1416e-01 +8.1371e-01 +1.5950e-01 -1.5298e+00 +2.9631e+00 +2.8734e+00 -3.1361e+00 -7.1572e-01 +2.2685e+00 +1.9616e+00 -4.6588e-01 -8.4804e-01
751606 +1.572662782e-02 +1.572662782e-02 +4.817572663e+01 +4.816000000e+01 +1.3006e+00 -7.5117e-01 -3.4909e+00 -1.5839e+00 +1.8363e+00 +1.7400e+00 -2.7813e+00 -6.9385e-01 -6.1416e-01 +8.1707e-01 +1.5990e-01 -1.5283e+00 +2.9631e+00 +2.8719e+00 -3.1361e+00 -7.1711e-01 +2.2725e+00 +1.9608e+00 -4.6624e-01 -8.4804e-01
834237 +9.921167218e-03 +9.921167218e-03 +4.816992117e+01 +4.816000000e+01 +1.3006e+00 -7.5086e-01 -3.4909e+00 -1.5816e+00 +1.8363e+00 +1.7422e+00 -2.7813e+00 -6.9385e-01 -6.1416e-01 +8.1707e-01 +1.5990e-01 -1.5283e+00 +2.9631e+00 +2.8719e+00 -3.1361e+00 -7.1711e-01 +2.2704e+00 +1.9608e+00 -4.6624e-01 -8.4804e-01
